Price,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAL,DAL,UAL,AAL,DAL,UAL,AAL,DAL,UAL,AAL,DAL,UAL,AAL,DAL,UAL,AAL,DAL,UAL
Date,,,,,,,,,,,,,,,,,,
2024-03-27,15.300000190734863,46.80350875854492,47.2400016784668,15.300000190734863,47.310001373291016,47.2400016784668,15.300000190734863,47.5,47.47999954223633,14.899999618530273,46.04999923706055,45.619998931884766,15.0,46.209999084472656,45.689998626708984,24789300,10201400,10931200
2024-03-28,15.350000381469727,47.357513427734375,47.880001068115234,15.350000381469727,47.869998931884766,47.880001068115234,15.5,48.060001373291016,48.0,15.130000114440918,47.25,47.11000061035156,15.279999732971191,47.29999923706055,47.18000030517578,36396000,13599400,7587800
2024-04-01,15.40999984741211,47.70376968383789,47.349998474121094,15.40999984741211,48.220001220703125,47.349998474121094,15.609999656677246,49.20000076293945,48.72999954223633,15.319999694824219,48.209999084472656,47.31999969482422,15.420000076293945,48.5,48.0,23249600,13772800,8572500
2024-04-02,14.399999618530273,46.39789581298828,45.650001525878906,14.399999618530273,46.900001525878906,45.650001525878906,15.109999656677246,47.43000030517578,46.54999923706055,14.359999656677246,46.400001525878906,45.290000915527344,15.0600004196167,47.31999969482422,46.54999923706055,34155400,9990900,8149900
2024-04-03,14.15999984741211,46.07142639160156,44.619998931884766,14.15999984741211,46.56999969482422,44.619998931884766,14.479999542236328,47.470001220703125,46.2400016784668,14.050000190734863,46.5,44.369998931884766,14.300000190734863,46.790000915527344,45.5,33357700,11209100,8664500
2024-04-04,13.829999923706055,45.38882064819336,43.220001220703125,13.829999923706055,45.880001068115234,43.220001220703125,14.350000381469727,48.06999969482422,45.75,13.760000228881836,45.65999984741211,43.18000030517578,14.239999771118164,47.220001220703125,44.97999954223633,47483600,10628300,9353700
2024-04-05,13.760000228881836,45.56689453125,43.189998626708984,13.760000228881836,46.060001373291016,43.189998626708984,13.9399995803833,46.459999084472656,43.5,13.699999809265137,45.45000076293945,42.7599983215332,13.829999923706055,45.9900016784668,43.220001220703125,30612400,7604200,7502100
2024-04-08,13.899999618530273,46.50672149658203,43.310001373291016,13.899999618530273,47.0099983215332,43.310001373291016,14.079999923706055,47.38999938964844,43.880001068115234,13.739999771118164,46.29999923706055,42.599998474121094,13.819999694824219,46.31999969482422,42.720001220703125,28521000,9977500,7893100
2024-04-09,13.949999809265137,46.81340026855469,43.439998626708984,13.949999809265137,47.31999969482422,43.439998626708984,14.069999694824219,47.4900016784668,43.72999954223633,13.880000114440918,46.43000030517578,42.970001220703125,13.960000038146973,47.150001525878906,43.43000030517578,27841900,13378200,6344800
2024-04-10,13.40999984741211,45.744964599609375,42.369998931884766,13.40999984741211,46.2400016784668,42.369998931884766,14.149999618530273,49.2400016784668,44.75,13.300000190734863,45.720001220703125,41.7599983215332,14.010000228881836,47.849998474121094,44.2599983215332,49024100,34952500,13796500
2024-04-11,13.619999885559082,47.12008285522461,43.040000915527344,13.619999885559082,47.630001068115234,43.040000915527344,13.720000267028809,47.880001068115234,43.11000061035156,13.300000190734863,46.58000183105469,42.040000915527344,13.4399995803833,46.7400016784668,42.29999923706055,27814200,14073300,8288400
2024-04-12,13.149999618530273,46.35832595825195,41.79999923706055,13.149999618530273,46.86000061035156,41.79999923706055,13.300000190734863,46.95000076293945,42.130001068115234,13.020000457763672,46.09000015258789,41.08000183105469,13.239999771118164,46.790000915527344,42.099998474121094,35529200,16604500,11107700
2024-04-15,12.9399995803833,46.150577545166016,41.040000915527344,12.9399995803833,46.650001525878906,41.040000915527344,13.470000267028809,47.81999969482422,42.83000183105469,12.899999618530273,46.290000915527344,40.84000015258789,13.279999732971191,47.27000045776367,42.150001525878906,27451700,12122000,10452100
2024-04-16,13.029999732971191,46.05164337158203,41.5,13.029999732971191,46.54999923706055,41.5,13.140000343322754,46.77000045776367,41.720001220703125,12.720000267028809,45.63999938964844,40.099998474121094,12.949999809265137,46.599998474121094,40.79999923706055,26477200,11692900,18510900
2024-04-17,13.890000343322754,47.367408752441406,48.7400016784668,13.890000343322754,47.880001068115234,48.7400016784668,13.970000267028809,48.189998626708984,49.13999938964844,13.380000114440918,47.150001525878906,44.11000061035156,13.449999809265137,47.720001220703125,44.45000076293945,52414800,13841600,67541300
2024-04-18,14.020000457763672,47.33772659301758,51.41999816894531,14.020000457763672,47.849998474121094,51.41999816894531,14.34000015258789,49.209999084472656,51.880001068115234,13.960000038146973,47.810001373291016,49.20000076293945,14.039999961853027,48.0,49.220001220703125,34966400,12255100,38676000
2024-04-19,14.109999656677246,47.060726165771484,51.380001068115234,14.109999656677246,47.56999969482422,51.380001068115234,14.279999732971191,48.75,53.099998474121094,13.859999656677246,47.5,50.900001525878906,13.880000114440918,47.79999923706055,51.189998626708984,27421700,9249800,16351200
2024-04-22,14.529999732971191,48.495201110839844,53.939998626708984,14.529999732971191,49.02000045776367,53.939998626708984,14.680000305175781,49.18000030517578,54.150001525878906,14.180000305175781,47.79999923706055,51.529998779296875,14.279999732971191,47.79999923706055,51.86000061035156,27763800,10442100,16424900
2024-04-23,14.229999542236328,48.70294952392578,54.029998779296875,14.229999542236328,49.22999954223633,54.029998779296875,14.4399995803833,49.619998931884766,54.66999816894531,13.880000114440918,48.20000076293945,52.810001373291016,13.960000038146973,48.41999816894531,53.099998474121094,40237300,10669300,12733100
2024-04-24,13.920000076293945,47.426761627197266,52.66999816894531,13.920000076293945,47.939998626708984,52.66999816894531,14.329999923706055,49.27000045776367,53.95000076293945,13.819999694824219,47.7400016784668,52.11000061035156,14.220000267028809,49.20000076293945,53.689998626708984,41035100,10329500,10034300
